Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean
Brunswick East,189 Glenlyon Rd,3,h,1125000.0,S,Collins,18/03/2017,4.0,3057.0,3.0,1.0,2.0,369.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,2 Barkly St,3,t,800000.0,VB,Nelson,18/06/2016,4.0,3057.0,3.0,3.0,2.0,0.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,41 Barkly St,3,h,1679000.0,S,Nelson,19/11/2016,4.0,3057.0,3.0,2.0,0.0,326.0,118.0,1920.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,2/33 Linden St,3,t,1050000.0,PI,Jellis,19/11/2016,4.0,3057.0,3.0,3.0,2.0,87.0,151.0,1998.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,15 Ethel St,2,h,957000.0,S,Nelson,22/05/2016,4.0,3057.0,2.0,1.0,1.0,148.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,160 Glenlyon Rd,3,h,825000.0,PI,Nelson,22/05/2016,4.0,3057.0,3.0,1.0,1.0,213.0,116.0,1920.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,14 Hutchinson St,3,h,998000.0,S,Nelson,23/04/2016,4.0,3057.0,3.0,1.0,2.0,104.0,118.0,2000.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,1/10 Linden St,3,t,1010000.0,S,Nelson,23/04/2016,4.0,3057.0,3.0,2.0,1.0,0.0,133.0,2014.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,5 John St,3,h,910000.0,S,Jellis,24/09/2016,4.0,3057.0,2.0,1.0,1.0,231.0,,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,156 Glenlyon Rd,3,h,1050000.0,S,Nelson,27/06/2016,4.0,3057.0,3.0,1.0,1.0,279.0,122.0,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,54 Victoria St,2,h,970000.0,S,Nelson,27/06/2016,4.0,3057.0,1.0,1.0,1.0,213.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,120 Victoria St,3,h,1325000.0,PI,Jellis,27/11/2016,4.0,3057.0,3.0,2.0,2.0,190.0,135.0,1940.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,28/29 Nunan St,3,u,570000.0,S,hockingstuart,28/05/2016,4.0,3057.0,2.0,1.0,1.0,0.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,3/14 Oconnor St,2,t,771000.0,SP,Nelson,28/05/2016,4.0,3057.0,2.0,2.0,2.0,0.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,22 Lord St,3,h,1335000.0,S,Jellis,30/07/2016,4.0,3057.0,3.0,1.0,2.0,308.0,113.0,1930.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,3/10 Rathdowne St,3,t,805000.0,S,Woodards,30/07/2016,4.0,3057.0,2.0,1.0,1.0,0.0,114.0,2003.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Brunswick East,217 Stewart St,3,t,892000.0,S,hockingstuart,30/07/2016,4.0,3057.0,3.0,2.0,1.0,0.0,,1995.0,Moreland,-38.0,145.0,Northern Metropolitan,5533.0,,,,,
Burnley,60 Gibdon St,2,h,1005000.0,SP,Biggin,3/12/2016,4.0,3121.0,2.0,1.0,0.0,0.0,,,Yarra,-38.0,145.0,Northern Metropolitan,438.0,,,,,
Burnley,12 Loyola Gr,2,h,1231010.0,SP,Jellis,10/12/2016,4.0,3121.0,2.0,1.0,2.0,225.0,119.0,1910.0,Yarra,-38.0,145.0,Northern Metropolitan,438.0,,,,,
Burnley,92 Madden Gr,2,h,881000.0,SP,Jellis,16/04/2016,4.0,3121.0,2.0,1.0,1.0,172.0,94.0,1900.0,Yarra,-38.0,145.0,Northern Metropolitan,438.0,,,,,
Burnley,148 Stawell St,2,h,1202500.0,S,Jellis,24/09/2016,4.0,3121.0,2.0,1.0,1.0,149.0,77.0,1900.0,Yarra,-38.0,145.0,Northern Metropolitan,438.0,,,,,
Burnley,154 Stawell St,3,h,1435000.0,S,Jellis,25/02/2017,4.0,3121.0,3.0,1.0,0.0,182.0,102.0,1890.0,Yarra,-38.0,145.0,Northern Metropolitan,438.0,,,,,
Carlton,22 Faraday St,2,h,1460000.0,S,Nelson,4/03/2017,2.0,3053.0,2.0,1.0,0.0,99.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,8/31 Bouverie St,3,u,860000.0,PI,Woodards,4/06/2016,2.0,3053.0,2.0,2.0,1.0,0.0,109.0,1994.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,40 Carlton St,3,h,1662000.0,S,Nelson,7/05/2016,2.0,3053.0,3.0,1.0,0.0,118.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,254 Faraday St,3,h,1590000.0,SP,Woodards,7/05/2016,2.0,3053.0,2.0,2.0,2.0,100.0,106.0,1900.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,111/101 Grattan St,2,u,610250.0,S,Nelson,7/05/2016,2.0,3053.0,2.0,1.0,1.0,0.0,72.0,1994.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,83 Princes St,2,h,720000.0,PI,hockingstuart,7/05/2016,2.0,3053.0,2.0,1.0,1.0,117.0,71.0,1890.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,83 Cardigan St,2,h,840000.0,SP,Jellis,8/10/2016,2.0,3053.0,2.0,1.0,0.0,66.0,81.0,1900.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,704/668 Swanston St,2,u,795000.0,S,Nelson,10/12/2016,2.0,3053.0,2.0,2.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,8/220 Elgin St,2,u,705000.0,S,Harrington,12/11/2016,2.0,3053.0,2.0,1.0,1.0,0.0,70.0,2000.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,176 Cardigan St,4,h,1630100.0,S,Ascend,14/05/2016,2.0,3053.0,4.0,2.0,0.0,132.0,195.0,1890.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,136 Faraday St,4,h,1600000.0,PI,hockingstuart,14/05/2016,2.0,3053.0,4.0,2.0,1.0,635.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,403/20 Reeves St,2,u,500000.0,S,Harrington,14/05/2016,2.0,3053.0,2.0,2.0,1.0,0.0,65.0,2010.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,18 Pitt St,3,h,920000.0,SP,Woodards,15/10/2016,2.0,3053.0,3.0,1.0,0.0,121.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,99 Neill St,3,h,1600000.0,SP,Nelson,17/09/2016,2.0,3053.0,2.0,3.0,1.0,0.0,192.0,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,100 Faraday St,2,h,1010000.0,S,Jellis,18/03/2017,2.0,3053.0,2.0,1.0,0.0,101.0,60.0,1880.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,14/52 Leicester St,3,u,875000.0,S,Jellis,18/03/2017,2.0,3053.0,3.0,1.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,34 Barkly St,2,h,1170000.0,S,Nelson,18/06/2016,2.0,3053.0,2.0,1.0,1.0,144.0,81.0,1890.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,436 Lygon St,4,h,1260000.0,PI,Nelson,18/06/2016,2.0,3053.0,4.0,1.0,2.0,151.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,205/37 Palmerston St,2,u,600000.0,PI,Woodards,22/05/2016,2.0,3053.0,2.0,2.0,1.0,0.0,67.0,2013.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,99 Neill St,3,h,1550000.0,VB,Nelson,22/08/2016,2.0,3053.0,2.0,3.0,1.0,0.0,192.0,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,2/105 Neill St,3,u,1110000.0,S,Nelson,24/09/2016,2.0,3053.0,3.0,2.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,130 Rathdowne St,4,h,1616000.0,S,Woodards,25/02/2017,2.0,3053.0,4.0,1.0,0.0,152.0,139.0,1890.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,13/25 Barkly St,2,u,585000.0,S,Walshe,27/11/2016,2.0,3053.0,2.0,1.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,73 Palmerston St,4,h,1162000.0,S,Woodards,27/11/2016,2.0,3053.0,4.0,1.0,0.0,121.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,30/188 Faraday St,2,u,589000.0,S,Nelson,28/05/2016,2.0,3053.0,2.0,1.0,1.0,0.0,63.0,1999.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,27 Faraday St,2,h,1117000.0,S,Woodards,28/08/2016,2.0,3053.0,2.0,1.0,0.0,128.0,92.0,1890.0,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,12/209 Cardigan St,2,u,600000.0,VB,Nelson,30/07/2016,2.0,3053.0,2.0,1.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
Carlton,24 Pitt St,2,h,957000.0,S,Woodards,30/07/2016,2.0,3053.0,2.0,1.0,1.0,122.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,6786.0,,,,,
East Melbourne,6/45 Gipps St,1,u,1015000.0,S,Caine,8/10/2016,2.0,3002.0,1.0,1.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,706/30 St Andrews Pl,2,u,1400000.0,S,Caine,8/10/2016,2.0,3002.0,2.0,2.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,496 Victoria Pde,4,h,1475000.0,S,Frank,18/06/2016,2.0,3002.0,2.0,1.0,1.0,179.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,1/187 George St,2,u,700000.0,PI,Harcourts,22/08/2016,2.0,3002.0,2.0,2.0,1.0,0.0,65.0,1970.0,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,6/108 George St,1,u,565000.0,SP,Caine,24/09/2016,2.0,3002.0,1.0,1.0,0.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,2/35 Powlett St,2,u,900000.0,SP,Caine,25/02/2017,2.0,3002.0,2.0,1.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,11/201 Wellington Pde S,1,u,630000.0,SP,Caine,25/02/2017,2.0,3002.0,1.0,1.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,7/45 Gipps St,1,u,750000.0,SP,Caine,28/05/2016,2.0,3002.0,2.0,1.0,0.0,0.0,46.0,1930.0,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
East Melbourne,38/22 Agnes St,2,u,765000.0,SP,Woodards,28/08/2016,2.0,3002.0,2.0,1.0,1.0,0.0,,,Melbourne,-38.0,145.0,Northern Metropolitan,3040.0,,,,,
Essendon West,14 Clydebank Rd,3,h,810000.0,PI,Nelson,3/12/2016,10.0,3040.0,3.0,1.0,2.0,613.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,17 Hoffmans Rd,4,h,1422000.0,S,Nelson,4/06/2016,10.0,3040.0,4.0,2.0,2.0,505.0,335.0,2013.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,10 Beryl St,3,h,1245000.0,S,Brad,7/05/2016,10.0,3040.0,3.0,1.0,1.0,64.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,12 Prospect St,2,h,1430000.0,S,Barry,8/10/2016,10.0,3040.0,2.0,1.0,1.0,711.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,22 Emerald St,4,h,1345000.0,S,Nelson,10/12/2016,10.0,3040.0,4.0,2.0,2.0,740.0,201.0,1950.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,1/410 Buckley St,3,t,800000.0,VB,Barry,12/06/2016,10.0,3040.0,3.0,3.0,2.0,242.0,,2013.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,461 Buckley St,3,h,787500.0,S,Nelson,12/11/2016,10.0,3040.0,3.0,1.0,1.0,556.0,105.0,1940.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,479a Buckley St,3,h,685000.0,S,Nelson,15/10/2016,10.0,3040.0,3.0,1.0,2.0,293.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,4/63 Hampton Rd,4,t,652500.0,S,Harcourts,15/10/2016,10.0,3040.0,4.0,2.0,1.0,179.0,160.0,1995.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,51 Clydebank Rd,3,h,925000.0,S,Brad,17/09/2016,10.0,3040.0,3.0,2.0,2.0,544.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,4/426 Buckley St,3,t,730000.0,VB,Nelson,18/06/2016,10.0,3040.0,3.0,2.0,2.0,0.0,118.0,2015.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,2/44 Emerald St,2,u,520000.0,VB,Nelson,18/06/2016,10.0,3040.0,3.0,1.0,2.0,196.0,,1998.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,27 Ruby St,3,h,810000.0,SP,Paul,22/08/2016,10.0,3040.0,3.0,1.0,2.0,368.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,2/45 Hoffmans Rd,3,t,970000.0,PI,Barry,24/09/2016,10.0,3040.0,3.0,2.0,2.0,356.0,223.0,2011.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,50 Ruby St,3,h,1110000.0,S,Barry,28/05/2016,10.0,3040.0,3.0,2.0,2.0,470.0,,1968.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,53 Clydebank Rd,3,h,1115000.0,S,Barry,30/07/2016,10.0,3040.0,3.0,1.0,1.0,688.0,192.0,1950.0,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Essendon West,57 Hampton Rd,3,h,820000.0,VB,Nelson,30/07/2016,10.0,3040.0,3.0,1.0,2.0,473.0,,,Moonee Valley,-38.0,145.0,Western Metropolitan,588.0,3040.0,3.0,210.0,883.0,3367.0
Fawkner,3 Lovely St,3,h,670000.0,S,YPA,3/12/2016,12.0,3060.0,3.0,1.0,3.0,587.0,136.0,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,220 McBryde St,3,h,645000.0,SP,YPA,4/02/2016,12.0,3060.0,3.0,1.0,4.0,661.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,73 Argyle St,3,h,687000.0,S,YPA,4/03/2017,12.0,3060.0,3.0,1.0,0.0,684.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,4 Lord St,3,h,585000.0,S,hockingstuart,6/08/2016,12.0,3060.0,0.0,1.0,1.0,605.0,103.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,20 Penn Ct,3,h,662000.0,SP,Alexkarbon,7/05/2016,12.0,3060.0,4.0,2.0,2.0,620.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,46 Percy St,3,h,615000.0,S,Ray,7/05/2016,12.0,3060.0,3.0,1.0,2.0,650.0,112.0,1950.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,45 Denys St,3,h,650000.0,SP,Brad,7/11/2016,12.0,3060.0,3.0,1.0,1.0,589.0,,1961.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,17 James St,3,h,665000.0,S,hockingstuart,7/11/2016,12.0,3060.0,3.0,1.0,1.0,726.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,84 Lynch Rd,3,h,640000.0,SP,hockingstuart,7/11/2016,12.0,3060.0,3.0,1.0,4.0,592.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,73 Major Rd,3,h,526000.0,S,Harcourts,7/11/2016,12.0,3060.0,3.0,1.0,1.0,404.0,101.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,13 Mutton Rd,3,h,540000.0,S,Crane,7/11/2016,12.0,3060.0,3.0,1.0,1.0,614.0,94.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,45 Bruce St,4,h,540000.0,VB,Brad,8/10/2016,12.0,3060.0,4.0,2.0,3.0,254.0,164.0,1990.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,3 Brian St,3,h,625000.0,S,Brad,10/12/2016,12.0,3060.0,3.0,1.0,2.0,585.0,88.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,101 Denys St,3,h,681000.0,S,hockingstuart,10/12/2016,12.0,3060.0,3.0,2.0,4.0,587.0,153.0,1970.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,159 Jukes Rd,3,h,690000.0,PI,hockingstuart,10/12/2016,12.0,3060.0,3.0,2.0,2.0,576.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,151 McBryde St,3,h,640000.0,SP,Brad,10/12/2016,12.0,3060.0,3.0,1.0,2.0,720.0,97.0,1950.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,87 McBryde St,3,h,660000.0,S,Stockdale,10/12/2016,12.0,3060.0,3.0,1.0,2.0,622.0,,1970.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,53 Queens Pde,3,h,783000.0,S,hockingstuart,10/12/2016,12.0,3060.0,3.0,2.0,1.0,603.0,115.0,1940.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,18 Pitt St,4,h,635000.0,S,Brad,11/03/2017,12.0,3060.0,4.0,2.0,2.0,567.0,116.0,1950.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,2/26 Shirley St,3,t,553500.0,S,Ray,12/11/2016,12.0,3060.0,3.0,2.0,1.0,280.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,13 McDougall St,2,h,619000.0,S,Ray,13/08/2016,12.0,3060.0,2.0,1.0,2.0,640.0,114.0,1970.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,1 Imaroo St,4,h,570500.0,S,Ray,15/10/2016,12.0,3060.0,4.0,2.0,1.0,430.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,62 Dowding Cl,4,h,615000.0,S,Stockdale,16/04/2016,12.0,3060.0,4.0,2.0,3.0,476.0,,1977.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,250 McBryde St,3,h,609000.0,S,Ray,17/09/2016,12.0,3060.0,3.0,1.0,4.0,528.0,120.0,1965.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,3 Penn Ct,3,h,605000.0,S,Brad,17/09/2016,12.0,3060.0,3.0,1.0,2.0,531.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,37 Pitt St,3,h,691500.0,S,hockingstuart,17/09/2016,12.0,3060.0,3.0,1.0,1.0,646.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,106 Jukes Rd,3,h,850000.0,SP,Leased,18/03/2017,12.0,3060.0,3.0,1.0,2.0,604.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,6 Lock St,4,h,752500.0,SP,hockingstuart,18/03/2017,12.0,3060.0,4.0,1.0,2.0,0.0,135.0,1950.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,3 Syndal St,3,h,650000.0,SP,Brad,18/03/2017,12.0,3060.0,3.0,1.0,3.0,602.0,97.0,1950.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,21 Penn Ct,4,h,750000.0,S,Brad,18/06/2016,12.0,3060.0,4.0,2.0,1.0,613.0,219.0,1970.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,1 James St,3,h,650000.0,SP,Brad,19/11/2016,12.0,3060.0,3.0,1.0,1.0,725.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,30 Tucker St,4,h,771000.0,S,hockingstuart,19/11/2016,12.0,3060.0,4.0,2.0,2.0,647.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,17 Edward St,3,h,527000.0,S,YPA,22/05/2016,12.0,3060.0,3.0,1.0,1.0,609.0,103.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,102a Jukes Rd,3,t,538000.0,S,Luxton,22/05/2016,12.0,3060.0,3.0,2.0,2.0,217.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,94 Major Rd,3,h,515000.0,PI,hockingstuart,22/05/2016,12.0,3060.0,3.0,1.0,1.0,599.0,107.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,10 Patricia Dr,3,h,617000.0,SP,hockingstuart,23/04/2016,12.0,3060.0,3.0,1.0,1.0,540.0,114.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,162 Anderson Rd,3,h,550000.0,S,Brad,24/09/2016,12.0,3060.0,2.0,1.0,1.0,583.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,1/80 Argyle St,4,u,540000.0,S,hockingstuart,24/09/2016,12.0,3060.0,4.0,2.0,3.0,209.0,120.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,41 Murray St,3,h,643000.0,S,Nelson,24/09/2016,12.0,3060.0,2.0,1.0,2.0,701.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,34a Preston St,3,h,631000.0,S,hockingstuart,24/09/2016,12.0,3060.0,3.0,2.0,2.0,297.0,133.0,2012.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,89 Marlborough St,3,h,782000.0,S,Brad,25/02/2017,12.0,3060.0,3.0,1.0,2.0,628.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,256 McBryde St,3,h,640000.0,SP,YPA,25/02/2017,12.0,3060.0,3.0,1.0,4.0,533.0,135.0,1965.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,19 Stanford Cl,4,h,700500.0,S,Stockdale,26/07/2016,12.0,3060.0,4.0,2.0,2.0,467.0,,1997.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,12 Brockley Rd,3,h,532000.0,S,Nelson,27/06/2016,12.0,3060.0,3.0,1.0,1.0,614.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,6 Brockley Rd,2,h,575000.0,S,Stockdale,27/06/2016,12.0,3060.0,2.0,1.0,2.0,621.0,109.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,2 Murray St,4,h,562000.0,S,Stockdale,27/06/2016,12.0,3060.0,4.0,2.0,2.0,374.0,136.0,2005.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,106 William St,3,h,620000.0,S,Stockdale,27/06/2016,12.0,3060.0,3.0,1.0,2.0,604.0,190.0,1970.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,14 Baird St,4,h,655000.0,S,Brad,27/11/2016,12.0,3060.0,4.0,1.0,3.0,664.0,,,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,12 Selola Ct,3,h,652500.0,PI,hockingstuart,27/11/2016,12.0,3060.0,3.0,1.0,1.0,592.0,113.0,1960.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,13 Brockley Rd,4,h,1010000.0,S,Stockdale,28/05/2016,12.0,3060.0,4.0,2.0,2.0,607.0,338.0,2015.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Fawkner,1/26 Tucker St,3,t,492000.0,S,Ray,28/08/2016,12.0,3060.0,3.0,1.0,1.0,208.0,107.0,2011.0,Moreland,-38.0,145.0,Northern Metropolitan,5070.0,,,,,
Hawthorn East,742 Burwood Rd,2,h,1550000.0,S,Noel,3/12/2016,8.0,3123.0,2.0,1.0,2.0,432.0,,,Boroondara,-38.0,145.0,Southern Metropolitan,6482.0,3123.0,4.0,136.0,875.0,3350.0
Hawthorn East,22 Stewart St,2,h,1140000.0,S,Marshall,3/12/2016,8.0,3123.0,2.0,1.0,0.0,230.0,,,Boroondara,-38.0,145.0,Southern Metropolitan,6482.0,3123.0,4.0,136.0,875.0,3350.0
Hawthorn East,2/28 Caroline St,3,t,1220000.0,S,Marshall,4/03/2017,8.0,3123.0,3.0,2.0,2.0,166.0,,1980.0,Boroondara,-38.0,145.0,Southern Metropolitan,6482.0,3123.0,4.0,136.0,875.0,3350.0
